Class,Tags,Combined,Archetype,id,Level,Class Ability,Description,Img
Barbarian,"[[""Barbarian""],[""Wildborn""]]",Barbarian (Wildborn),Wildborn,<barbarianragepowers_4,4,Rage power,"<p>As a barbarian gains levels, she learns to use her rage in new ways. Starting at 2nd level, a barbarian gains a rage power. She gains another rage power for every two levels of barbarian attained after 2nd level. A barbarian gains the benefits of rage powers only while raging, and some of these powers require the barbarian to take an action first. Unless otherwise noted, a barbarian cannot select an individual power more than once.</p><p>Bonus Feats: At 4th level, 10th level and 16th level, a wildborn can choose a bonus feat from the following rather than select a rage power: Alertness, Animal Affinity, Athletic, Great Fortitude, Improvised Weapon Mastery, Iron Will, Lightning Reflexes, Self-Sufficient, Stealthy, or Throw Anything.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Drunken Brute""]]",Barbarian (Drunken Brute),Drunken Brute,<barbarianfastmovement_1,1,Raging Drunk (Ex),"<p>While raging, the drunken brute can drink a potion, or a tankard of ale or similar quantity of alcohol, as a move action that does not provoke attacks of opportunity. A potion has its normal effect, while an alcoholic drink allows the barbarian to maintain her rage that round without expending a round of rage for the day (instead of the alcohol&#146;s normal effects). For each alcoholic drink consumed while raging, the barbarian is nauseated for 1 round when her rage expires, in addition to the normal fatigue that follows a rage. Tireless rage does not negate this nauseated condition but the internal fortitude rage power does. This ability replaces fast movement.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Pack Rager""]]",Barbarian (Pack Rager),Pack Rager,<barbariandamagereduction_7,7,"Raging Tactician (30ft., 1 feat)","<p>At 7th level, while a pack rager is raging, she grants a single teamwork feat she knows to all allies within 30 feet who can see and hear her. She chooses the feat at the start of the rage, and cannot change it during the rage. An ally who moves more than 30 feet away from the raging pack rager loses access to the feat, but regains it again each time he moves back within 30 feet of the raging pack rager. Allies do not need to meet the prerequisites of these teamwork feats.</p><p>At 13th level, the pack rager chooses two teamwork feats when she enters a rage, and grants her allies the use of both of those feats when they are within 30 feet of her.</p><p>At 16th level, the pack rager grants these teamwork feats as long as her allies are within 60 feet of her.</p><p>At 19th level, the pack rager chooses three teamwork feats when she enters a rage, and grants her allies the use of all three feats when they are within 60 feet of her.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Raging Cannibal""]]",Barbarian (Raging Cannibal),Raging Cannibal,<barbariantrapsense_6,6,Razor-Toothed Fury (Ex),"<p>At 6th level, a raging cannibal&#146;s bite becomes even more fearsome. When using her bite attack, the raging cannibal can take a &#150;1 penalty on her attack roll to add 2 points of bleed damage to the damage dealt. At 10th level and every 4 levels thereafter, the attack penalty increases by 1 and the bleed damage increases by 2 points.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Hateful Rager""]]",Barbarian (Hateful Rager),Hateful Rager,,2,Reduced Rage,"<p>At 2nd level and every level thereafter, a hateful rager only gains 1 additional round of rage per day instead of the normal 2 additional rounds of rage per day.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Armored Hulk""]]",Barbarian (Armored Hulk),Armored Hulk,<barbariantrapsense_3,3,Resilience of Steel (+1),"<p>At 3rd level, an armored hulk is able to use her armor to help avoid deadly hits. While wearing heavy armor, she gains a +1 bonus to AC that applies only on critical hit confirmation rolls. This bonus increases by +1 every 3 levels beyond 3rd (maximum +6 at 18th level). This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Feral Gnasher""]]",Barbarian (Feral Gnasher),Feral Gnasher,<barbarianfastmovement_1,1,Savage Bite (Ex),"<p>At 1st level, a feral gnasher gains a savage bite attack. This is a primary natural attack that deals 1d4 points of damage. If the goblin already has the hard head, big teeth racial trait, the damage increases to 1d6. At 10th level, the damage from a feral gnasher&#146;s bite increases to 1d6 (or 1d8 if the goblin has the hard head, big teeth racial trait) and deals &#215;3 damage on a critical hit. This ability replaces fast movement.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Brutal Pugilist""]]",Barbarian (Brutal Pugilist),Brutal Pugilist,<barbarianuncannydodge_2,2,Savage Grapple (Ex),"<p>At 2nd level, the brutal pugilist takes only half the normal penalties to Dexterity, attack rolls, and combat maneuver checks when she has the grappled condition. She can make an attack of opportunity against creatures trying to grapple her even if they possess the Improved Grapple feat or the grab special attack. If she hits with this attack of opportunity, she gains a +2 circumstance bonus to her CMD against the grapple attempt. She cannot make these attacks of opportunity once a grapple has succeeded.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Beastkin Berserker""]]",Barbarian (Beastkin Berserker),Beastkin Berserker,<barbarianfastmovement_1,1,Savage Rapport (Ex),"<p>At 1st level, a beastkin berserker gains a spiritual connection to a specific kind of creature with the animal type (such as a badger or a triceratops). She adds half her level (minimum 1) on Handle Animal, Intimidate, and Sense Motive checks involving the chosen type of animal.</p><p>At 5th level and every 5 levels thereafter (10th, 15th, and 20th levels), the beastkin berserker can select an additional kind of animal to which these bonuses apply.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sea Reaver""]]",Barbarian (Sea Reaver),Sea Reaver,<barbariantrapsense_3,3,Savage Sailor (+1),"<p>At 3rd level, a sea reaver gains a +1 bonus on Acrobatics, Climb, Profession (sailor), Survival, and Swim checks made in aquatic terrain, including aboard a ship or along shorelines. These bonuses improve by +1 every three levels after 3rd. This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Scarred Rager""]]",Barbarian (Scarred Rager),Scarred Rager,<barbariantrapsense_3,3,Scarification (+1),"<p>At 3rd level, a scarred rager can ignore 1 point of bleed damage per round. This amount increases by 1 every three levels beyond 3rd. At 15th level, a scarred rager can ignore 1 bleed effect each round. This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sharptooth""]]",Barbarian (Sharptooth),Sharptooth,<barbarianimproveduncannydodge_5,5,Scent of Blood (Keen Scent),"<p>At 2nd level, a sharptooth gains scent as per the universal monster rule. At 5th level, she also gains keen scent as per universal monster rule.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sharptooth""]]",Barbarian (Sharptooth),Sharptooth,<barbarianuncannydodge_2,2,Scent of Blood (Scent),"<p>At 2nd level, a sharptooth gains scent as per the universal monster rule. At 5th level, she also gains keen scent as per universal monster rule.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Mooncursed""]]",Barbarian (Mooncursed),Mooncursed,<barbarianrage_1,1,Shifting Rage (Su),"<p>A mooncursed can call upon an animal totem or inner curse, transforming her into a savage beast. Starting at 1st level, she chooses bear, boar, crocodile, shark, tiger, or wolf. Once chosen, this animal can&#146;t be changed. When using rounds of her shifting rage, instead of the usual bonuses and penalties from rage, the mooncursed transforms into a Medium version of this animal&#146;s form as if under the influence of beast shape I, treating her class level as her caster level whenever relevant. Other aspects of rage aside from the bonuses and penalties, such as the skill restrictions on skills and effects that require concentration, still apply during a shifting rage.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Fearsome Defender""]]",Barbarian (Fearsome Defender),Fearsome Defender,<barbariantrapsense_3,3,Silent Threat (+1),"<p>At 3rd level, a fearsome defender exudes hostility, creating a threatening atmosphere in her presence. The fearsome defender gains a +1 bonus on Intimidate checks, and the DCs of Intimidate checks to demoralize her allies within 30 feet increase by 1. Both the bonus and the increase to DCs increase by 1 at 6th level and every 3 barbarian levels thereafter.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Superstitious""]]",Barbarian (Superstitious),Superstitious,<barbariantrapsense_3,3,Sixth Sense (+1),"<p>At 3rd level, the superstitious barbarian gains a +1 bonus on initiative and a +1 insight bonus to AC during surprise rounds. This bonus increases by +1 for every three levels after 3rd. This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Hurler""]]",Barbarian (Hurler),Hurler,<barbarianfastmovement_1,1,Skilled Thrower,<p>The hurler is skilled at throwing objects in combat. Increase the range increment of any thrown weapon or object by 10 feet. This ability replaces fast movement.</p>,icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Giant Stalker""]]",Barbarian (Giant Stalker),Giant Stalker,<barbarianuncannydodge_2,2,Smell Giants (Ex),"<p>A 2nd level, a giant stalker gains the scent special ability, but with regard only to humanoids with the giant subtype.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Deepwater Rager""]]",Barbarian (Deepwater Rager),Deepwater Rager,<barbarianuncannydodge_2,2,Spiraling Charge (Ex),"<p>At 2nd level, a deepwater rager is not required to move in a straight line when she charges, provided that no space she moves into while charging is farther away from her target than the space that she is leaving. The deepwater rager must be able to see her target at the beginning of her charge and cannot use this ability while mounted.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Geminate Invoker""]]",Barbarian (Geminate Invoker),Geminate Invoker,<barbarianragepowers_4,4,Spirit Conduit (Su),"<p>At 4th level, a geminate invoker can invite a spirit into his body each time he enters a trance, gaining a lesser totem rage power for the duration of his trance. He can select a new totem each time he enters his trance, though the GM might rule that certain totem spirits are simply not available in certain locations (such as channeling a celestial totem in an evil god&#146;s temple). Invoking a totem counter to his alignment (such as a neutral good character invoking a fiend totem) requires the geminate invoker to succeed at a DC 12 Charisma check each round to dominate the spirit. Failure indicates the spirit escapes, immediately ending the trance. At 8th level, the geminate invoker gains a second totem rage power, though it must use the previously granted lesser totem rage power as a prerequisite. At 12th level, he also gains the greater totem rage power that uses the previously granted powers as prerequisites.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Drunken Rager""]]",Barbarian (Drunken Rager),Drunken Rager,<barbarianuncannydodge_2,2,Staggering Evasion (Ex),"<p>At 2nd level, as long as she has at least 1 drunken rage point, a drunken rager gains evasion, as the rogue class feature of the same name. This ability replaces uncanny dodge.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Dreadnought""]]",Barbarian (Dreadnought),Dreadnought,<barbarianfastmovement_1,1,Stead Gait (Ex),"<p>A dreadnought advances steadily, shrugging off attempts to slow her advance. The dreadnought gains a +1 bonus on saving throws and to her CMD against effects that would slow or immobilize her. This bonus increases to +2 when she gains greater rage and +3 when she gains mighty rage.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Deepwater Rager""]]",Barbarian (Deepwater Rager),Deepwater Rager,<barbarianfastmovement_1,1,Strong Lungs (Ex),"<p>A deepwater rager can hold her breath for a number of rounds equal to four times her Constitution score, and she does not reduce the duration of her held breath by taking a standard action or a full-round action. Additionally, as long as she is able to speak, the deepwater rager adds her Constitution modifier to Intimidate skill checks in addition to her Charisma modifier.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Brutish Swamper""]]",Barbarian (Brutish Swamper),Brutish Swamper,<barbariantrapsense_3,3,Stubborn (-2),"<p>At 3rd level, a barbarian gains a +1 bonus on Reflex saves made to avoid traps and a +1 dodge bonus to AC against attacks made by traps. These bonuses increase by +1 every three barbarian levels thereafter (6th, 9th, 12th, 15th, and 18th level). Trap sense bonuses gained from multiple classes stack.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Cave Dweller""]]",Barbarian (Cave Dweller),Cave Dweller,<barbariandamagereduction_7,7,Sun Walker (+1),"<p>At 7th level, a cave dweller gains a +1 dodge bonus to AC and on saving throws against effects with the light descriptor or that produce bright or sudden light. Any penalties on attack rolls, saving throws, or skill checks because of bright light are reduced by 1. At 10th level and every 3 levels after 10th, the bonus to AC and saving throws, as well as the reduction of light-based penalties, increases by 1.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sea Reaver""]]",Barbarian (Sea Reaver),Sea Reaver,<barbarianimproveduncannydodge_5,5,Sure-Footed (Ex),"<p>At 5th level, a sea reaver takes no penalties when moving across slick surfaces, whether natural or magical (e.g., grease, ice storm, and sleet storm). She is not at risk of falling, is not denied her Dexterity bonus when moving across such areas, and does not treat them as difficult terrain. This ability replaces improved uncanny dodge.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sharptooth""]]",Barbarian (Sharptooth),Sharptooth,<barbarianfastmovement_1,1,Swim Like a Fish (10 ft.),"<p>A barbarian's land speed is faster than the norm for her race by +10 feet. This benefit applies only when she is wearing no armor, light armor, or medium armor, and not carrying a heavy load. Apply this bonus before modifying the barbarian's speed because of any load carried or armor worn. This bonus stacks with any other bonuses to the barbarian's land speed.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Savage Technologist""]]",Barbarian (Savage Technologist),Savage Technologist,<barbarianuncannydodge_2,2,Sword and Gun,"<p>At 2nd level, when a raging savage technologist wields a one-handed firearm in one hand and a light or one-handed melee weapon in the other, she can make ranged attacks with the firearm without provoking attacks of opportunity. She also gains the benefits of the Two-Weapon Fighting feat, but only if all attacks are made with those weapons. This ability replaces Uncanny Dodge.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Pack Hunter""]]",Barbarian (Pack Hunter),Pack Hunter,<barbarianragepowers_6,6,Sympathetic Rage,"<p>At 6th level, if an ally within 30 feet is bloodraging or raging, a pack hunter counts as raging even if knocked unconscious. She has to have been raging when incapacitated to maintain her rage, and she ceases raging normally if she depletes her maximum number of rounds of rage in a day.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Scarred Rager""]]",Barbarian (Scarred Rager),Scarred Rager,<barbarianfastmovement_1,1,Terrifying Visage,"<p>A scarred rager adds 1/2 her barbarian level on Intimidate checks against humanoids who are not members of barbarian tribes. When dealing with barbarians, the scarred rager may choose to add this bonus on Diplomacy checks instead. The DC of any fear effect created by the scarred rager also increases by 1. This ability replaces fast movement.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Mad Dog""]]",Barbarian (Mad Dog),Mad Dog,<barbarianindomitablewill_14,14,Throat Cutter (Ex),"<p>At 14th level, whenever her war beast succeeds at a bull rush, drag, grapple, overrun, or trip combat maneuver against an opponent threatened by the mad dog, a mad dog can take an attack of opportunity against that opponent. This ability replaces indomitable will.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Cave Dweller""]]",Barbarian (Cave Dweller),Cave Dweller,<barbarianfastmovement_1,1,Tight Tunnels (Ex),"<p>Cave dwellers pursue prey through the winding tunnels of the deep, which rarely accommodate open sprints. A cave dweller can make a single turn up to 90 degrees while running (though not while charging). Additionally, a cave dweller takes no penalties to movement speed while squeezing.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Titan Mauler""]]",Barbarian (Titan Mauler),Titan Mauler,<barbarianindomitablewill_14,14,Titanic Rage (Su),"<p>At 14th level, a titan mauler may choose to gain the benefits of enlarge person when she enters a rage. While using titanic rage, she must spend 2 rounds of rage per round, and she becomes exhausted rather than fatigued when the rage ends. This ability replaces indomitable will.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Scarred Rager""]]",Barbarian (Scarred Rager),Scarred Rager,<barbarianuncannydodge_2,2,Tolerance,"<p>At 2nd level, a scarred rager who fails a save against an effect that causes her to become nauseated, sickened, fatigued, or exhausted can make a second save to negate the effect on the start of her next turn. Only one additional save is allowed. If the effect does not allow a saving throw, its duration is halved instead (minimum of 1 round). This ability replaces uncanny dodge.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Drunken Rager""]]",Barbarian (Drunken Rager),Drunken Rager,<barbariantrapsense_3,3,Tolerance (+1),"<p>At 3rd level, as long as she has at least 1 drunken rage point, a drunken rager gains a +1 bonus on saves against effects that would nauseate, poison, or sicken her, as well as saves to avoid addiction or other ill effects associated with consuming alcohol. This bonus increases by 1 at 6th level and every 3 levels thereafter. This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""<id-00002""]]",Barbarian (Geminate Invoker),Geminate Invoker,<id-00002,1,Trance (Ex),"<p>As a free action, a geminate invoker can enter a self-imposed trance, ignoring the physical limits of his body. This ability functions similarly to a barbarian&#146;s rage, except where noted below, and feats, spells, and abilities that affect a barbarian&#146;s rage (such as the Extra Rage feat) apply to an geminate invoker&#146;s trance. A geminate invoker gains rage powers as per a normal barbarian, but he can never gain totem rage powers via this ability.</p><p>Instead of the normal rage bonuses and penalties, a geminate invoker in a trance gains a +4 morale bonus to his Constitution; gains a +2 morale bonus on Reflex and Will saving throws; takes no penalties to AC; can still use Dexterity-, Intelligence-, and Charisma-based skills; and gains Diehard as a bonus feat. The Constitution bonus increases to +6 and the save bonus increases to +3 when he gains greater rage, and they increase to a +8 Constitution bonus and a +4 bonus on saves when he gains mighty rage.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""True Primitive""]]",Barbarian (True Primitive),True Primitive,<barbariantrapsense_3,3,Trophy Fetish (Ex),"<p>A true primitive collects teeth, bones, hair, and other trophies from vanquished enemies, representing their power and strength. At 3rd level, a true primitive can attach a trophy fetish to one of the traditional true primitive weapons listed above. When wielding that weapon, the true primitive gains a +1 morale bonus on damage rolls. Furthermore, if that weapon has the fragile property, once per day, the true primitive can ignore the effects of a single natural 1 roll. A trophy fetish can also be attached to a suit of hide or bone armor, granting the true primitive a +1 morale bonus on saving throws. Furthermore, if that armor has the fragile property, once per day, the true primitive can chose not to have the armor break on the confirmation of a critical hit made against her. Every five levels beyond 3rd, a true primitive can use an additional trophy fetish. Multiple trophy fetishes can be attached to the same armor or weapon; their effects stack. A trophy fetish can be sundered (hardness 5, 1 hit point) but is not damaged by area attacks or attacks that do not specifically target it. It has no effect if attached to other types of weapons or armor. This ability replaces trap sense.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Cave Dweller""]]",Barbarian (Cave Dweller),Cave Dweller,<barbariantrapsense_3,3,Tunnel Vision (+1),"<p>At 3rd level, a cave dweller&#146;s senses become sharp in the dark. She gains darkvision to a range of 60 feet and a +1 bonus on Perception checks to detect ambushes, movement, and sound while in darkness. This bonus increases by 1 at 6th level and every 3 levels thereafter.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Flesheater""]]",Barbarian (Flesheater),Flesheater,<barbarianmightyrage_20,20,Unbound Form (Su),"<p>At 20th level, a flesheater can use her one flesh ability to assume the shape of a valid consumed creature. This ability functions as alter self, beast shape IV, form of the dragon III, or giant form II, as appropriate. This is a polymorph effect. This ability replaces mighty rage.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Flesheater""]]",Barbarian (Flesheater),Flesheater,<barbariangreaterrage_11,11,Unbound Rage (Su),"<p>At 11th level, a flesheater can draw in mass from the Ethereal Plane to enlarge herself when she enters a rage, as long as the creature whose flesh she last consumed was at least one size category larger than her base size. Unbound rage affects her as enlarge person, except she receives a +4 size bonus to Strength and an additional &#150;2 penalty to Intelligence. This ability replaces greater rage.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Wild Rager""]]",Barbarian (Wild Rager),Wild Rager,,1,Uncontrolled Rage (Ex),"<p>A wild rager&#146;s rage functions as normal, except that when she reduces a creature to 0 or fewer hit points, she must attempt a Will save (DC 10 + 1/2 the barbarian&#146;s level + the barbarian&#146;s Constitution modifier) or become confused. For the remainder of her current turn, she attacks the nearest creature other than herself. On the following round, refer to the confusion spell to determine her actions. At the end of this round, and each round thereafter, she can attempt a new saving throw to end the confusion effect. The rounds during which she is confused do not count against the rounds she has spent raging that day, but she cannot end her rage voluntarily, nor can she use rage powers while confused.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Mad Dog""]]",Barbarian (Mad Dog),Mad Dog,<barbarianragepowers_2,1,War Beast (Ex),"<p>At 1st level, a mad dog gains the service of an animal companion, using the barbarian&#146;s level as her effective druid level. This ability replaces the rage powers gained at 2nd, 6th, 10th, 14th, and 18th level.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Sea Reaver""]]",Barbarian (Sea Reaver),Sea Reaver,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,"<p>A barbarian is proficient with all simple and martial weapons, light armor, and shields (except tower shields).</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Armored Hulk""]]",Barbarian (Armored Hulk),Armored Hulk,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,"<p>A barbarian is proficient with all simple and martial weapons, light armor, medium armor, heavy armor, and shields (except tower shields).</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Feral Gnasher""]]",Barbarian (Feral Gnasher),Feral Gnasher,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,<p>A feral gnasher loses all martial weapon proficiencies except for greatclub and loses proficiency with medium armor.</p>,icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Savage Technologist""]]",Barbarian (Savage Technologist),Savage Technologist,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,"<p>A savage technologist is proficient with all simple and martial weapons, all firearms, light armor, and shields (except tower shields).</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""True Primitive""]]",Barbarian (True Primitive),True Primitive,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,"<p>A true primitive is proficient with hide armor and armors made from bone. A true primitive is also proficient with bone shields and the following weapons: battleaxe, blowgun, club, greatclub, handaxe, longspear, shortspear, sling, and spear.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Wildborn""]]",Barbarian (Wildborn),Wildborn,<barrbarianbarbarianweaponandarmorproficiency_1,1,Weapon and Armor Proficiency,"<p>A wildborn is proficient with leather and hide armors (but not shields) and all simple weapons that can be crafted from bone, stone, or wood. In addition, a wildborn gains Improved Unarmed Strike and Catch Off-Guard as bonus feats at 1st level. If she uses any other kind of weapon or armor, she loses her abilities from this archetype (except illiteracy) for the next 24 hours.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Feral Gnasher""]]",Barbarian (Feral Gnasher),Feral Gnasher,<barbariantrapsense_12,12,Wicked Improvisation (+1),"<p>At 12th level, a feral gnasher becomes more capable with improvised weapons and natural attacks. The feral gnasher gains a +1 competence bonus on damage rolls when using natural attacks or improvised weapons while raging. At 14th level and every two levels thereafter, the damage bonus increases by +1. This increase is not precision damage and is thus multiplied on a critical hit. This ability replaces trap sense +4.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Wild Rager""]]",Barbarian (Wild Rager),Wild Rager,<barbarianuncannydodge_2,2,Wild Fighting (Ex),"<p>At 2nd level, even when not raging, wild ragers often fight with reckless, savage abandon. A wild rager using the full-attack action can make one extra attack per round at her highest base attack bonus. Until the beginning of her next turn, however, she takes a &#150;2 penalty on attack rolls and &#150;4 penalty to AC. This ability replaces uncanny dodge.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
Barbarian,"[[""Barbarian""],[""Brutish Swamper""]]",Barbarian (Brutish Swamper),Brutish Swamper,<barbarianragepowers_6,6,Wrastlin (Ex),"<p>At 6th level, while raging, a brutish swamper gains a +2 bonus to her CMD against grapple combat maneuvers and a +2 bonus on damage rolls made as part of successful grapple combat maneuver checks.</p>",icons/weapons/axes/axe-double-engraved-runes.webp
